regime,D_v,n_run,n_steady_snapshots,H_mean,H_std_time,D_mean,D_std_time,DKL_mean,DKL_std_time,kmean_AB,kpeak_A,k_bin,k,PS_A,PS_B,PS_0,G_AB
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,23,2.9063529372146792,3.3650904705472774e-06,3.2530063034558097e-06,1.2311054121695513e-05,2.8464786738462175e-06
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,24,3.0300275302876445,1.950636137108883e-06,2.3762810749850597e-06,6.833721962197463e-06,1.2534023750517524e-06
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,25,3.1537021233606097,1.2962548278151334e-06,1.5194264628329774e-06,3.149796220351547e-06,1.6705746485171932e-07
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,26,3.2773767164335745,1.2254004997026744e-06,1.1765675123008646e-06,1.2732655824611625e-06,-5.643512147711878e-07
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,27,3.4010513095065398,5.782433325886609e-07,6.545089215761693e-07,3.0635710015037017e-07,-4.631975770072301e-07
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,28,3.5247259025795046,3.794002810911835e-07,3.893989602427406e-07,9.464013989563696e-08,-3.370795507191434e-07
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,29,3.64840049565247,2.2442924029122393e-07,2.7559910440493245e-07,1.057899654680025e-07,-1.9711918961407663e-07
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,30,3.772075088725435,1.531706880397089e-07,1.7428213393531933e-07,1.694999034417839e-07,-7.897645926662123e-08
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,31,3.8957496817984,1.0522102842641511e-07,9.357521581491902e-08,2.434303931506882e-07,2.231707445467639e-08
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,32,4.0194242748713656,6.140304836695568e-08,6.875369476188583e-08,2.090496191833997e-07,3.9446438027278705e-08
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,33,4.14309886794433,3.542663844459626e-08,3.544419094053256e-08,1.2068412319710895e-07,2.4906646905989844e-08
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,34,4.266773461017295,2.4187786182381625e-08,2.8899460641383758e-08,7.835231202566267e-08,1.2632532600948758e-08
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,35,4.39044805409026,1.6833880802897424e-08,1.8644849549056213e-08,3.4117774040011205e-08,-6.804781559712581e-10
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,36,4.514122647163225,1.166702871031228e-08,1.1705527654875348e-08,1.2085366233894566e-08,-5.6435950656465555e-09
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,37,4.637797240236191,7.096606567649539e-09,7.589290844504629e-09,5.866034447081879e-09,-4.4099314825361815e-09
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,38,4.761471833309155,3.756021646663039e-09,4.268942060321638e-09,6.3025087081493784e-09,-8.612274994175784e-10
